Phantasy Star Online Episode I&II Plus (GC)
File list contributed by WhisperWind

Size   Filename      Directory
9452   map_ancient03_03ad.dat      <root>
9452   map_ancient03_03d.dat      <root>
11016   map_ancient03_04ad.dat      <root>
11016   map_ancient03_04d.dat      <root>
5916   map_machine01_02ad.dat      <root>
6052   map_machine01_01d.dat      <root>
15844   map_seabed01_01d.dat      <root>
18360   quest18_j.dat      <root>
9728   particleentrya35.dat      <root>
9728   particleentrya34.dat      <root>
9728   particleentrya33.dat      <root>
9728   particleentrya32.dat      <root>
9728   particleentrya31.dat      <root>
6052   map_machine01_01ad.dat      <root>
6936   map_machine01_00d.dat      <root>
72   map_boss02jme.dat      <root>
816   map_boss02jmo.dat      <root>
2924   map_boss04ad.dat      <root>
1156   map_boss05d.dat      <root>
6936   map_machine01_00ad.dat      <root>
72   map_boss05jme.dat      <root>
340   map_boss05jmo.dat      <root>
68   map_boss07d.dat      <root>
13532   map_cave01_00ad.dat      <root>
13532   map_cave01_00d.dat      <root>
14212   map_cave01_01ad.dat      <root>
14212   map_cave01_01d.dat      <root>
13600   map_cave01_02ad.dat      <root>
13600   map_cave01_02d.dat      <root>
3536   map_cave01_03ad.dat      <root>
3536   map_cave01_03d.dat      <root>
6052   map_cave01_04ad.dat      <root>
6052   map_cave01_04d.dat      <root>
9112   map_cave01_05ad.dat      <root>
9112   map_cave01_05d.dat      <root>
15096   map_cave02_00ad.dat      <root>
15096   map_cave02_00d.dat      <root>
15572   map_cave02_01ad.dat      <root>
15572   map_cave02_01d.dat      <root>
17408   map_cave02_02ad.dat      <root>
17408   map_cave02_02d.dat      <root>
8092   map_cave02_03ad.dat      <root>
8092   map_cave02_03d.dat      <root>
6188   map_cave02_04ad.dat      <root>
6188   map_cave02_04d.dat      <root>
9588   map_cave03_00ad.dat      <root>
9588   map_cave03_00d.dat      <root>
9588   map_cave03_01ad.dat      <root>
9588   map_cave03_01d.dat      <root>
7412   map_cave03_02ad.dat      <root>
7412   map_cave03_02d.dat      <root>
2312   map_cave03_03ad.dat      <root>
2312   map_cave03_03d.dat      <root>
2992   map_cave03_04ad.dat      <root>
2992   map_cave03_04d.dat      <root>
9724   map_cave03_05ad.dat      <root>
9724   map_cave03_05d.dat      <root>
1020   map_vs01_01d.dat      <root>
748   map_vs01_02ad.dat      <root>
748   map_vs01_02d.dat      <root>
4964   map_vs02_00ad.dat      <root>
4964   map_vs02_00d.dat      <root>
5780   map_vs02_01ad.dat      <root>
5780   map_vs02_01d.dat      <root>
5576   map_vs02_02ad.dat      <root>
5576   map_vs02_02d.dat      <root>
5120   npcplayerchar.dat      <root>
6528   map_city00ad.dat      <root>
6528   map_city00d.dat      <root>
9728   particleentrya20.dat      <root>
77824   particleentry.dat      <root>
9728   particleentrya00.dat      <root>
9728   particleentrya01.dat      <root>
9728   particleentrya02.dat      <root>
320   gameshowchar.dat      <root>
9728   particleentrya30.dat      <root>
9728   particleentrya29.dat      <root>
9728   particleentrya28.dat      <root>
9728   particleentrya27.dat      <root>
10200   map_forest01ad.dat      <root>
10200   map_forest01d.dat      <root>
13396   map_forest02ad.dat      <root>
13328   map_forest02d.dat      <root>
9728   particleentrya26.dat      <root>
9728   particleentrya25.dat      <root>
9728   particleentrya24.dat      <root>
9728   particleentrya23.dat      <root>
9728   particleentrya22.dat      <root>
9728   particleentrya21.dat      <root>
9728   particleentrya03.dat      <root>
9728   particleentrya19.dat      <root>
9728   particleentrya18.dat      <root>
9728   particleentrya17.dat      <root>
3944   map_jungle01d.dat      <root>
9728   particleentrya04.dat      <root>
2304   map_jungle01_offe.dat      <root>
10744   map_jungle02d.dat      <root>
9044   map_jungle03d.dat      <root>
9996   map_jungle04_00d.dat      <root>
12716   map_jungle04_01d.dat      <root>
7140   map_jungle04_02d.dat      <root>
13124   map_jungle05d.dat      <root>
9728   particleentrya05.dat      <root>
3960   map_jungle05_00_jme.dat      <root>
5508   map_jungle05_00_jmo.dat      <root>
10472   map_jungle06d.dat      <root>
4216   map_jungle07d.dat      <root>
9728   particleentrya16.dat      <root>
9728   particleentrya15.dat      <root>
9728   particleentrya14.dat      <root>
9728   particleentrya13.dat      <root>
9728   particleentrya12.dat      <root>
9728   particleentrya11.dat      <root>
9728   particleentrya10.dat      <root>
9728   particleentrya09.dat      <root>
9728   particleentrya08.dat      <root>
9728   particleentrya07.dat      <root>
1224   map_labo00d.dat      <root>
9728   particleentrya06.dat      <root>
15776   map_seabed01_00d.dat      <root>
686080   Ask_n.dic      <root>
112800   switcherD.dol      <root>
213952   boot.dol      <root>
204480   switcher.dol      <root>
3817920   iwanaga.dol      <root>
3938432   iwanagaD.dol      <root>
5233088   PsoV3.dol      <root>
412   map_jungle05_00_jm.evt      <root>
216   map_jungle01_off.evt      <root>
336   map_ruins01_00_jm.evt      <root>
44   map_boss02jm.evt      <root>
44   map_boss05jm.evt      <root>
650880   S18all04.fon      <root>
255552   nights_e.gba      <root>
228984   puyo_j.gba      <root>
182840   Chao.gba      <root>
226584   puyo_e.gba      <root>
2320384   gsl_aspace01.gsl      <root>
1662976   gsl_amachine01.gsl      <root>
1824768   gsl_aforest02.gsl      <root>
2527232   gsl_aversus01.gsl      <root>
1509376   gsl_aforest01.gsl      <root>
2465792   gsl_aruins01.gsl      <root>
2285568   gsl_aversus02.gsl      <root>
1906688   gsl_cave01.gsl      <root>
1839104   gsl_cave02.gsl      <root>
2203648   gsl_cave03.gsl      <root>
2471936   gsl_ancient03.gsl      <root>
1515520   gsl_forest01.gsl      <root>
1914880   gsl_forest02.gsl      <root>
2334720   gsl_jungle01.gsl      <root>
2330624   gsl_ancient02.gsl      <root>
2273280   gsl_jungle01_multi.gsl      <root>
2244608   gsl_ancient01.gsl      <root>
2189312   gsl_jungle02_multi.gsl      <root>
2244608   gsl_jungle03.gsl      <root>
2183168   gsl_jungle03_multi.gsl      <root>
2213888   gsl_jungle04.gsl      <root>
2152448   gsl_jungle04_multi.gsl      <root>
2244608   gsl_jungle05.gsl      <root>
2183168   gsl_jungle05_multi.gsl      <root>
2654208   gsl_city.gsl      <root>
1701888   gsl_amachine02.gsl      <root>
2146304   gsl_acave03.gsl      <root>
1783808   gsl_acave02.gsl      <root>
1579008   gsl_jungle06.gsl      <root>
1841152   gsl_acave01.gsl      <root>
2412544   gsl_aancient03.gsl      <root>
258048   itemrt.gsl      <root>
667648   itempt.gsl      <root>
2029568   gsl_jungle07.gsl      <root>
2285568   gsl_aancient02.gsl      <root>
2754560   gsl_labo.gsl      <root>
2183168   gsl_aancient01.gsl      <root>
2076672   gsl_seabed01.gsl      <root>
1654784   gsl_machine01.gsl      <root>
1693696   gsl_machine02.gsl      <root>
2551808   gsl_ruins01.gsl      <root>
2316288   gsl_versus02.gsl      <root>
2557952   gsl_versus01.gsl      <root>
2334720   gsl_space01.gsl      <root>
1683456   gsl_set_object.gsl      <root>
305152   gsl_set_event.gsl      <root>
1093632   gsl_set_enemy.gsl      <root>
2115584   gsl_seabed02_multi.gsl      <root>
2084864   gsl_seabed02.gsl      <root>
2107392   gsl_seabed01_multi.gsl      <root>
2250752   gsl_jungle02.gsl      <root>
11088   fe_obj_lazer2_2.GVM      <root>
6480   fe_obj_lazer2.GVM      <root>
4240   fe_obj_ex_box2_hahen02.GVM      <root>
166816   bm_obj_city_common.GVM      <root>
5008   fe_obj_o_container_hahen01r.GVM      <root>
2912   fe_obj_o_container_hahen02r.GVM      <root>
7104   fe_obj_o_container_r.GVM      <root>
33424   fe_obj_o_door01g.GVM      <root>
33424   fe_obj_o_door03g.GVM      <root>
4240   fe_obj_ex_box2_hahen01.GVM      <root>
53504   fe_obj_door.GVM      <root>
14576   fe_obj_computer.GVM      <root>
2144   fe_obj_biwamushi.GVM      <root>
10944   fd_obj804_gorl03_b.GVM      <root>
10944   fd_obj804_gorl03.GVM      <root>
2144   ha_u032_kage.GVM      <root>
57792   boss06_rock_dat.GVM      <root>
198336   boss06_tube_dat.GVM      <root>
262288   f512_inazuma.GVM      <root>
33424   fe_obj_o_door04g.GVM      <root>
10384   fe_obj_o_vs2cont_hahen1_r.GVM      <root>
10384   fe_obj_o_vs2cont_hahen2_r.GVM      <root>
30016   fe_obj_switch.GVM      <root>
22992   fe_obj_switch_laz.GVM      <root>
22992   fe_obj_switch_laz_a.GVM      <root>
1934416   ccconsole_e.GVM      <root>
1934416   ccconsole_j.GVM      <root>
36960   hhm_aa_w_body.GVM      <root>
4240   InfoIcon.GVM      <root>
131168   title2_eng.GVM      <root>
131168   title2.GVM      <root>
108832   TextureSpanish.gvm      <root>
108832   TextureJapanese.gvm      <root>
108832   TextureGerman.gvm      <root>
108832   TextureFrench.gvm      <root>
22016   fe_obj_switch_laz_j.GVM      <root>
789856   fe_obj_vo_momitor.GVM      <root>
33424   fs_obj_door07_m_01_g.GVM      <root>
33424   fs_obj_door07_m_02_g.GVM      <root>
33424   fs_obj_door07_m_02_r.GVM      <root>
33424   fs_obj_door07_m_03_g.GVM      <root>
33424   fs_obj_door07_m_03_r.GVM      <root>
44880   fs_obj_doorx4_atui.GVM      <root>
44880   fs_obj_doorx4_atui_02.GVM      <root>
44880   fs_obj_doorx4_atui_green.GVM      <root>
44880   fs_obj_doorx4_atui_green_02.GVM      <root>
36080   fs_obj_doorx4_u.GVM      <root>
108832   TextureEnglish.gvm      <root>
65680   me2_y_me2_z.GVM      <root>
65680   me2_y_me2_z_a.GVM      <root>
224   tecregular.GVM      <root>
17408   technic_pt.gvm      <root>
9168   technic.gvm      <root>
48064   modelparticle_gryphon.GVM      <root>
2144   soft_ball.GVM      <root>
18944   bg_lightning.GVM      <root>
16480   bg_multi.GVM      <root>
36080   fs_obj_doorx4_usui_02.GVM      <root>
32864   nintendo_logo.GVM      <root>
2144   biri_ball.GVM      <root>
688   rokeorange_churoke.GVM      <root>
688   rokeblue_pso_churoke.GVM      <root>
9408   robby_chu.GVM      <root>
6896   robby_cat.GVM      <root>
36080   fs_obj_doorx4_usui_green_02.GVM      <root>
784   de_obj2_swarp_beam_r.GVM      <root>
32864   dolby.GVM      <root>
360736   ed128_font.GVM      <root>
33424   re5_b_gunner_body_pika.GVM      <root>
33040   re3_s_lappy_base.GVM      <root>
33040   re3_b_lappy_base_niji.GVM      <root>
33040   re3_b_lappy_base_ao.GVM      <root>
2704   RaderMapFrame.GVM      <root>
656144   ed_512kabe_AB_NH.GVM      <root>
656144   ed_512kabe_AB_Secret.GVM      <root>
656144   ed_512kabe_AB_SH.GVM      <root>
656144   ed_512kabe_AB_UL.GVM      <root>
163984   ed_512kabe_C.GVM      <root>
198672   effect_nt.gvm      <root>
34304   n_A00_w_body.GVM      <root>
43696   n_B00_body.GVM      <root>
43696   n_B01_e_body.GVM      <root>
31648   n_C01_e_body.GVM      <root>
33328   n_D00_w_body.GVM      <root>
32208   n_D01_e_body.GVM      <root>
31648   n_E00_w_body.GVM      <root>
37792   n_F00_w_body.GVM      <root>
40448   n_G00_body.GVM      <root>
40448   n_G01_e_body.GVM      <root>
41008   n_H00_body.GVM      <root>
41008   n_H01_e_body.GVM      <root>
67120   n_I00_body.GVM      <root>
38912   n_I01_e_body.GVM      <root>
27424   obj_abecon.GVM      <root>
398608   obj_boss1_common.GVM      <root>
358400   obj_boss1_common_a.GVM      <root>
358400   obj_boss1_common_j.GVM      <root>
749072   obj_boss2_common.GVM      <root>
908048   obj_boss2_common_a.GVM      <root>
323232   obj_boss5_common.GVM      <root>
1305200   obj_boss7_common.GVM      <root>
19744   obj_containerido.GVM      <root>
33424   obj_door_ruins_green.GVM      <root>
35520   obj_door_space_green.GVM      <root>
1168   eff_freeze.GVM      <root>
4240   obj_jungle_bird.GVM      <root>
2144   obj_jungle_ebi.GVM      <root>
4240   obj_jungle_kamome.GVM      <root>
147872   obj_lobby_main.GVM      <root>
4240   obj_lobby_pigeon.GVM      <root>
196800   obj_motorcycle.GVM      <root>
22096   obj_o_labodoor_l_grn.GVM      <root>
22096   obj_o_labodoor_l_red.GVM      <root>
7152   obj_seabed_con.GVM      <root>
7152   obj_seabed_con_rare.GVM      <root>
8288   obj_seabed_dolphin.GVM      <root>
114336   obj_seabed_suiso.GVM      <root>
120448   obj_seabed_suiso_2.GVM      <root>
14576   obj_seabed_turigane.GVM      <root>
328560   ending.gvm      <root>
2144   bom_ball.GVM      <root>
4240   player_footstamp.GVM      <root>
36080   fs_obj_doorx4_u_green.GVM      <root>
32384   player02.gvm      <root>
14576   o_fence_ancient_b.GVM      <root>
14576   o_fence_ancient_g.GVM      <root>
14576   o_fence_ancient_p.GVM      <root>
8288   o_grass_jungle.GVM      <root>
98752   o_jungle_doormain.GVM      <root>
20896   o_key_ancient01b.GVM      <root>
20896   o_key_ancient01g.GVM      <root>
20896   o_key_ancient01p.GVM      <root>
2704   o_key_ancient02.GVM      <root>
11104   o_rock_jungle_04.GVM      <root>
11104   o_rock_jungle_05.GVM      <root>
11104   o_rock_jungle_123.GVM      <root>
32384   player01.GVM      <root>
32864   player00.gvm      <root>
35520   fs_obj_do_doa01r.GVM      <root>
35520   fs_obj_do_doa01r_a.GVM      <root>
35520   fs_obj_do_doa02r.GVM      <root>
35520   fs_obj_do_doa02r_a.GVM      <root>
6336   fs_obj_do_doa_panelr.GVM      <root>
8432   fs_obj_ex_box2.GVM      <root>
8432   fs_obj_hako01_a.GVM      <root>
8432   fs_obj_hako01_n.GVM      <root>
608   fs_obj_hanyousu_light_ao.GVM      <root>
608   fs_obj_hanyousu_light_ao_j.GVM      <root>
6896   fs_obj_key_jungle_red.GVM      <root>
35520   fs_obj_ki_doa2_r.GVM      <root>
35520   fs_obj_ki_doa2_r_a.GVM      <root>
34960   fs_obj_ki_doa_panel_r.GVM      <root>
35520   fs_obj_ki_doa_r.GVM      <root>
35520   fs_obj_ki_doa_r_a.GVM      <root>
608   fs_obj_laz_guard_r.GVM      <root>
33424   fs_obj_o_door05l_g.GVM      <root>
33424   fs_obj_o_door06l_r.GVM      <root>
4800   fs_obj_o_doorpanelg.GVM      <root>
15136   fs_obj_o_sensor01r.GVM      <root>
15136   fs_obj_o_sensor02.GVM      <root>
15136   fs_obj_o_sensor02r.GVM      <root>
12480   fs_obj_o_vs2container_r.GVM      <root>
33424   fs_obj_o_vs2door01lr.GVM      <root>
13216   fs_obj_sensor_r.GVM      <root>
27600   fs_obj_tank.GVM      <root>
20896   fs_obj_tanmatu02.GVM      <root>
2144   fs_obj_turiten_singo.GVM      <root>
2144   fs_obj_turiten_singo_r.GVM      <root>
9728   fs_obj_warp.GVM      <root>
164304   gamejam.GVM      <root>
528   f256_actionpallet_b.GVP      <root>
48   f064_wordmojitex_spa.GVP      <root>
48   f256_symbolsetumei_spa.GVP      <root>
48   f256_symbolsetumei_jpn.GVP      <root>
48   f256_symbolsetumei_ger.GVP      <root>
48   f064_wordmojitex_ger.GVP      <root>
48   f064_wordmojitex_fre.GVP      <root>
528   f128_gr.GVP      <root>
48   f064_wordmojitex_eng.GVP      <root>
48   f128_keyeng.GVP      <root>
48   f128_keyjpn.GVP      <root>
528   f256_hyouji_c.GVP      <root>
528   f256_actionpallet_a.GVP      <root>
48   f064_wordmojitex_jpn.GVP      <root>
528   f256_actionpallet_c.GVP      <root>
48   r256_symparts.gvp      <root>
48   f256_symbolsetumei_eng.GVP      <root>
48   f256_alphabet.gvp      <root>
48   b256_menutext01_j.GVP      <root>
528   f256_duelcount.GVP      <root>
48   b256_menutext01_e.GVP      <root>
528   f256_carsol.GVP      <root>
48   f256_symbolsetumei_fre.GVP      <root>
528   b256_mainmenu.GVP      <root>
528   f256_hyouji_a.gvp      <root>
528   f256_hyouji_b.GVP      <root>
8224   indtex.gvr      <root>
544   nk_h032_fish4.GVR      <root>
544   nk_h032_fish3.GVR      <root>
544   nk_h032_fish1.GVR      <root>
2080   f032_uzu.GVR      <root>
113508   apploader.img      <root>
22   Browser.ini      <root>
5400   plBhai06.nj      <root>
2972   plBhai07.nj      <root>
4356   plBhai08.nj      <root>
3492   plBhai09.nj      <root>
4072   plBhed00.nj      <root>
3108   plBhai05.nj      <root>
4404   plBhai04.nj      <root>
4964   plAhed00.nj      <root>
24732   plCbdy00.nj      <root>
4148   plChed00.nj      <root>
2112   plChed01.nj      <root>
1800   plChed02.nj      <root>
2840   plChed03.nj      <root>
1776   plChed04.nj      <root>
3188   plAhai09.nj      <root>
3104   plAhai08.nj      <root>
5540   plBhai03.nj      <root>
21024   plDbdy00.nj      <root>
1564   plDcap00.nj      <root>
1696   plDcap01.nj      <root>
2784   plDcap02.nj      <root>
1060   plDcap03.nj      <root>
1124   plDcap04.nj      <root>
2372   plDcap05.nj      <root>
1120   plDcap06.nj      <root>
1160   plDcap07.nj      <root>
2052   plDcap08.nj      <root>
1964   plDcap09.nj      <root>
2376   plDhai00.nj      <root>
2340   plDhai01.nj      <root>
688   plDhai02.nj      <root>
2208   plDhai03.nj      <root>
2608   plDhai04.nj      <root>
468   plDhai05.nj      <root>
2584   plDhai06.nj      <root>
4332   plDhai07.nj      <root>
2684   plDhai08.nj      <root>
3084   plDhai09.nj      <root>
4580   plDhed00.nj      <root>
4224   plBhai02.nj      <root>
4372   plBhai01.nj      <root>
4816   plAhai07.nj      <root>
25404   plEbdy00.nj      <root>
3936   plEhed00.nj      <root>
2912   plEhed01.nj      <root>
2156   plEhed02.nj      <root>
2448   plEhed03.nj      <root>
1816   plEhed04.nj      <root>
5448   plYhed00.nj      <root>
29756   plYbdy00.nj      <root>
9480   plXhed00.nj      <root>
3760   plBhai00.nj      <root>
6472   plFhed00.nj      <root>
6748   plFhed01.nj      <root>
7940   plFhed02.nj      <root>
7084   plFhed03.nj      <root>
6360   plFhed04.nj      <root>
25024   plXbdy00.nj      <root>
7252   plWhed00.nj      <root>
1744   plAhai06.nj      <root>
27248   plGbdy00.nj      <root>
1952   plGcap00.nj      <root>
2284   plGcap01.nj      <root>
3100   plGcap02.nj      <root>
3544   plGcap03.nj      <root>
2272   plGcap04.nj      <root>
1824   plGcap05.nj      <root>
1868   plGcap06.nj      <root>
2252   plGcap07.nj      <root>
1760   plGcap08.nj      <root>
2812   plGcap09.nj      <root>
3448   plGhai00.nj      <root>
2412   plGhai01.nj      <root>
2708   plGhai02.nj      <root>
3532   plGhai03.nj      <root>
1564   plGhai04.nj      <root>
3276   plGhai05.nj      <root>
4756   plGhai06.nj      <root>
1968   plGhai07.nj      <root>
1672   plGhai08.nj      <root>
2936   plGhai09.nj      <root>
3376   plGhed00.nj      <root>
1680   plAhai05.nj      <root>
14872   plWbdy00.nj      <root>
2220   plAhai04.nj      <root>
23528   plHbdy00.nj      <root>
2636   plHcap00.nj      <root>
1964   plHcap01.nj      <root>
1796   plHcap02.nj      <root>
708   plHcap03.nj      <root>
1632   plHcap04.nj      <root>
1364   plHcap05.nj      <root>
448   plHcap06.nj      <root>
1428   plHcap07.nj      <root>
1004   plHcap08.nj      <root>
5896   plHcap09.nj      <root>
716   plHhai00.nj      <root>
1396   plHhai01.nj      <root>
1732   plHhai02.nj      <root>
2372   plHhai03.nj      <root>
1036   plHhai04.nj      <root>
2340   plHhai05.nj      <root>
2188   plHhai06.nj      <root>
1528   plHhai07.nj      <root>
2752   plHhai08.nj      <root>
1352   plHhai09.nj      <root>
4200   plHhed00.nj      <root>
7660   plVhed00.nj      <root>
14920   plVbdy00.nj      <root>
23360   plFbdy00.nj      <root>
25184   plIbdy00.nj      <root>
4976   plIcap00.nj      <root>
1612   plIcap01.nj      <root>
1652   plIcap02.nj      <root>
1300   plIcap03.nj      <root>
2316   plAhai03.nj      <root>
1932   plIcap05.nj      <root>
2916   plIcap06.nj      <root>
1788   plIcap07.nj      <root>
1080   plIcap08.nj      <root>
3424   plIcap09.nj      <root>
4384   plIhai00.nj      <root>
1588   plIhai01.nj      <root>
2432   plIhai02.nj      <root>
3940   plIhai03.nj      <root>
3616   plIhai04.nj      <root>
1408   plIhai05.nj      <root>
3608   plIhai06.nj      <root>
1532   plIhai07.nj      <root>
2700   plIhai08.nj      <root>
2100   plIhai09.nj      <root>
4124   plIhed00.nj      <root>
6712   plUhed00.nj      <root>
18192   plUbdy00.nj      <root>
2364   plAhai02.nj      <root>
25180   plJbdy00.nj      <root>
7900   plJhed00.nj      <root>
3320   plJhed01.nj      <root>
7560   plJhed02.nj      <root>
7672   plJhed03.nj      <root>
6808   plJhed04.nj      <root>
3408   plAhai01.nj      <root>
3532   plAhai00.nj      <root>
1020   plAcap09.nj      <root>
27932   plKbdy00.nj      <root>
2268   plKcap00.nj      <root>
3180   plKcap01.nj      <root>
4160   plKcap02.nj      <root>
3140   plKcap03.nj      <root>
1196   plKcap04.nj      <root>
1516   plKcap05.nj      <root>
3588   plKcap06.nj      <root>
1648   plKcap07.nj      <root>
2488   plKcap08.nj      <root>
1004   plKcap09.nj      <root>
3380   plKhai00.nj      <root>
2352   plKhai01.nj      <root>
1940   plKhai02.nj      <root>
2496   plKhai03.nj      <root>
3532   plKhai04.nj      <root>
4768   plKhai05.nj      <root>
1240   plKhai06.nj      <root>
3588   plKhai07.nj      <root>
4348   plKhai08.nj      <root>
3580   plKhai09.nj      <root>
4536   plKhed00.nj      <root>
456   plAcap06.nj      <root>
3732   plThed00.nj      <root>
3612   plThai00.nj      <root>
25612   plLbdy00.nj      <root>
1552   plLcap00.nj      <root>
1552   plLcap01.nj      <root>
704   plLcap02.nj      <root>
792   plLcap03.nj      <root>
784   plLcap04.nj      <root>
1120   plLcap05.nj      <root>
1100   plLcap06.nj      <root>
2072   plLcap07.nj      <root>
1328   plLcap08.nj      <root>
2500   plLcap09.nj      <root>
2972   plLhai00.nj      <root>
3428   plLhai01.nj      <root>
2660   plLhai02.nj      <root>
3524   plLhai03.nj      <root>
4152   plLhai04.nj      <root>
2004   plLhai05.nj      <root>
4964   plLhai06.nj      <root>
3356   plLhai07.nj      <root>
3664   plLhai08.nj      <root>
1824   plLhai09.nj      <root>
4620   plLhed00.nj      <root>
648   plIcap04.nj      <root>
21308   plAbdy00.nj      <root>
28724   plBbdy00.nj      <root>
24472   plSbdy00.nj      <root>
6520   plShai00.nj      <root>
3500   plShed00.nj      <root>
25948   plTbdy00.nj      <root>
42836   TextFrench.pr2      <root>
42050   TextSpanish.pr2      <root>
43217   TextGerman.pr2      <root>
43358   TextJapanese.pr2      <root>
45408   TextEnglish.pr2      <root>
114   TextJapanese.pr3      <root>
111   TextGerman.pr3      <root>
112   TextFrench.pr3      <root>
111   TextSpanish.pr3      <root>
109   TextEnglish.pr3      <root>
1411   f064_multiconfirm.prs      <root>
294586   Title_eng.prs      <root>
4382   f128_player_ad_eng.prs      <root>
7152   f256_slot_eng.prs      <root>
56962   f128_ray.prs      <root>
24422   f512_multiplay.prs      <root>
295172   Title.prs      <root>
116304   f256_joyboot.prs      <root>
15673   ItemPMT.prs      <root>
7426   f256_slot.prs      <root>
4415   f128_player_ad.prs      <root>
8847   f256_selectgamen_b.prs      <root>
32775   f256_selectgamen_a_eng.prs      <root>
23646   f256_ad.prs      <root>
22886   f256_ad_eng.prs      <root>
34612   f256_selectgamen_a.prs      <root>
20585   f256_player_tex_eng.prs      <root>
32310   ed_512kabe_C.prs      <root>
290152   Title_eng_trial.prs      <root>
290908   Title_trial.prs      <root>
59882   f256_ad_pic.prs      <root>
4387   f256_dialing.prs      <root>
89123   f512_midashi_eng.prs      <root>
5678   f128_ad_vm_qt.prs      <root>
151942   f256_hyouji.prs      <root>
2301   f128_ad_vm.prs      <root>
3481   f128_admojitex.prs      <root>
415041   ed_512kabe_AB_UL.prs      <root>
36733   f256_hyoujismall.prs      <root>
415379   ed_512kabe_AB_SH.prs      <root>
5830   f256_memorycard.prs      <root>
743   ItemMagEdit.prs      <root>
3765   AdDrawLineTask.prs      <root>
95006   f512_midashi.prs      <root>
19879   f256_player_tex.prs      <root>
10497   f256_player_prate.prs      <root>
167149   f256_paltest.prs      <root>
420996   ItemRTT.prs      <root>
717   symbolchatcolli.prs      <root>
103795   switcher.prs      <root>
6447   st_logo.prs      <root>
16316   f256_ad_title.prs      <root>
29223   Logo_e.prs      <root>
6491   sega_logo_e.prs      <root>
6449   sega_logo.prs      <root>
61   ChatSensor.prs      <root>
13650   f256_ad_selectg.prs      <root>
8860   f256_memorycard_select.prs      <root>
7706   NowLoading.prs      <root>
69010   f256_ad_pic_2.prs      <root>
414638   ed_512kabe_AB_NH.prs      <root>
24139   Logo.prs      <root>
105267   f256_backtext.prs      <root>
42016   Bo06OpCam.rel      <root>
736   judgemes9_spanish.rel      <root>
864   judgemes9_japanese.rel      <root>
832   judgemes9_german.rel      <root>
768   judgemes9_french.rel      <root>
736   judgemes9_english.rel      <root>
768   judgemes8_spanish.rel      <root>
800   judgemes8_japanese.rel      <root>
768   judgemes8_german.rel      <root>
704   judgemes8_french.rel      <root>
704   judgemes8_english.rel      <root>
544   judgemes7_spanish.rel      <root>
480   judgemes7_japanese.rel      <root>
576   judgemes7_german.rel      <root>
512   judgemes7_french.rel      <root>
512   judgemes7_english.rel      <root>
768   judgemes6_spanish.rel      <root>
800   judgemes6_japanese.rel      <root>
768   judgemes6_german.rel      <root>
704   judgemes6_french.rel      <root>
704   judgemes6_english.rel      <root>
544   judgemes5_spanish.rel      <root>
480   judgemes5_japanese.rel      <root>
576   judgemes5_german.rel      <root>
512   judgemes5_french.rel      <root>
512   judgemes5_english.rel      <root>
736   judgemes4_spanish.rel      <root>
800   judgemes4_japanese.rel      <root>
800   judgemes4_german.rel      <root>
11872   QtOffTitleList_s.rel      <root>
30144   npc_f00_data.rel      <root>
29632   npc_e00_data.rel      <root>
29120   npc_d01_data.rel      <root>
29728   npc_d00_data.rel      <root>
27168   npc_c01_data.rel      <root>
33600   npc_b01_data.rel      <root>
5632   Bo08OpCam.rel      <root>
33920   npc_b00_data.rel      <root>
30112   npc_a00_data.rel      <root>
2720   WeaponRandomVeryHard.rel      <root>
11872   QtOffTitleList_j.rel      <root>
11872   QtOffTitleList_g.rel      <root>
122336   plDsmp.rel      <root>
11872   QtOffTitleList_f.rel      <root>
22048   CommonCam.rel      <root>
11872   QtOffTitleList_e.rel      <root>
736   judgemes4_french.rel      <root>
736   judgemes4_english.rel      <root>
736   judgemes3_spanish.rel      <root>
960   QtOffChallenge_j.rel      <root>
192   QtOffChallenge.rel      <root>
16192   Bo05OpCam.rel      <root>
9120   SetDataTableOff.rel      <root>
9056   SetDataTableOffUlti.rel      <root>
9312   SetDataTableOn.rel      <root>
9344   SetDataTableOnUlti.rel      <root>
8352   SetDataTable_TGS2001.rel      <root>
864   judgemes3_japanese.rel      <root>
3296   WeaponRandomUltimate.rel      <root>
2496   WeaponRandomNormal.rel      <root>
2528   ShopMes_English.rel      <root>
1376   ShopMes_English_BG.rel      <root>
1568   ShopMes_English_CG.rel      <root>
1536   ShopMes_English_HG.rel      <root>
2784   ShopMes_French.rel      <root>
1440   ShopMes_French_BG.rel      <root>
1632   ShopMes_French_CG.rel      <root>
1664   ShopMes_French_HG.rel      <root>
2752   ShopMes_German.rel      <root>
1472   ShopMes_German_BG.rel      <root>
1568   ShopMes_German_CG.rel      <root>
1664   ShopMes_German_HG.rel      <root>
3040   ShopMes_Japanese.rel      <root>
1248   ShopMes_Japanese_BG.rel      <root>
1664   ShopMes_Japanese_CG.rel      <root>
1696   ShopMes_Japanese_HG.rel      <root>
2560   ShopMes_Spanish.rel      <root>
1408   ShopMes_Spanish_BG.rel      <root>
1536   ShopMes_Spanish_CG.rel      <root>
1600   ShopMes_Spanish_HG.rel      <root>
832   judgemes3_german.rel      <root>
768   judgemes3_french.rel      <root>
736   judgemes3_english.rel      <root>
768   judgemes2_spanish.rel      <root>
800   judgemes2_japanese.rel      <root>
800   judgemes2_german.rel      <root>
768   judgemes2_french.rel      <root>
